,Unnamed: 0,school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,Grade,Passed
26,26,GP,M,Minor,U,GT3,T,Middle,Middle,other,other,home,mother,<15min,<2h,No,False,True,False,False,True,True,True,False,Excellent,Low,Low,No,Moderately,Good,8,11.0,Failed
391,391,GP,F,Minor,U,GT3,T,Secondary,Higher,services,other,course,mother,<15min,5-10h,No,False,False,False,False,True,True,True,False,Excellent,High,High,No,Moderately,Good,8,12.0,Failed
570,570,MS,M,Minor,R,GT3,T,Middle,Middle,services,services,course,mother,15-30min,<2h,No,False,True,False,True,True,True,True,True,Excellent,High,Normal,Moderately,A lot,Good,6,7.0,Passed
615,615,MS,F,Minor,U,LE3,A,Secondary,Middle,services,other,reputation,mother,15-30min,2-5h,No,False,False,False,False,True,True,False,True,Bad,Low,Normal,No,Moderately,Good,0,14.0,Failed
268,268,GP,M,Minor,R,LE3,A,Higher,Higher,teacher,other,course,mother,15-30min,2-5h,No,False,True,False,False,True,True,True,False,Normal,Normal,Normal,Moderately,Moderately,Good,0,12.0,Failed
27,27,GP,M,Minor,U,GT3,T,Higher,Middle,health,services,other,mother,<15min,<2h,No,False,False,False,False,True,True,True,False,Bad,Low,High,Moderately,A lot,Bad,0,11.0,Failed
551,551,MS,M,Minor,U,GT3,T,Secondary,Middle,other,other,other,father,15-30min,2-5h,No,False,True,True,False,True,True,True,False,Excellent,Low,Low,Moderately,Moderately,Bad,0,13.0,Failed
101,101,GP,M,Minor,U,GT3,T,Higher,Higher,services,teacher,other,father,<15min,5-10h,No,False,True,False,True,True,True,True,True,Excellent,High,Normal,No,No,Good,0,16.0,Failed
161,161,GP,M,Minor,U,GT3,T,Higher,Higher,teacher,teacher,course,mother,<15min,<2h,No,False,True,False,False,True,False,True,True,Normal,Normal,Low,Moderately,No,Good,16,8.0,Passed
77,77,GP,F,Minor,U,GT3,T,Middle,Middle,other,other,reputation,mother,<15min,>10h,No,False,False,False,False,True,True,True,True,Excellent,Low,Normal,No,Moderately,Normal,1,13.0,Failed
251,251,GP,F,Minor,U,GT3,T,Middle,Primary,other,other,home,mother,<15min,<2h,No,False,False,False,False,True,True,True,True,Excellent,High,Low,No,No,Good,4,9.0,Passed
15,15,GP,F,Minor,U,GT3,T,Higher,Higher,health,other,home,mother,<15min,<2h,No,False,True,False,False,True,True,True,False,Excellent,High,High,No,Moderately,Bad,6,17.0,Failed
149,149,GP,M,Minor,U,GT3,T,Higher,Secondary,teacher,services,course,father,15-30min,>10h,No,True,True,False,False,True,True,True,False,Bad,Low,Low,No,No,Normal,6,10.0,Failed
81,81,GP,M,Minor,U,GT3,T,Middle,Secondary,other,other,home,mother,<15min,5-10h,No,True,False,False,False,False,True,True,False,Excellent,Normal,Low,No,Moderately,Good,2,9.0,Passed
461,461,MS,F,Minor,R,GT3,T,Primary,Primary,at_home,other,other,mother,15-30min,<2h,No,False,False,False,True,True,True,True,True,Excellent,Low,Low,A lot,Moderately,Bad,0,13.0,Failed
177,177,GP,M,Minor,U,GT3,T,Primary,Secondary,at_home,services,course,father,<15min,<2h,1-2,False,False,False,False,True,False,True,False,Excellent,Normal,Normal,No,A lot,Bad,2,8.0,Passed
647,647,MS,M,Minor,U,LE3,T,Secondary,Primary,services,services,course,mother,15-30min,<2h,No,False,False,False,False,False,True,True,False,Bad,High,High,Moderately,A lot,Bad,6,10.0,Failed
367,367,GP,F,Minor,U,LE3,T,Middle,Primary,other,other,home,father,<15min,2-5h,No,False,False,False,True,True,True,True,False,Excellent,Low,Normal,Moderately,Moderately,Bad,2,12.0,Failed
51,51,GP,F,Minor,U,LE3,T,Higher,Middle,health,other,other,mother,<15min,2-5h,No,False,True,False,False,True,True,True,False,Excellent,Normal,Normal,No,No,Good,0,15.0,Failed
301,301,GP,M,Major,U,GT3,T,Higher,Secondary,teacher,other,course,mother,<15min,2-5h,No,False,True,False,False,False,True,True,False,Excellent,Normal,Low,No,No,Normal,2,10.0,Failed
13,13,GP,M,Minor,U,GT3,T,Higher,Secondary,teacher,other,course,mother,15-30min,2-5h,No,False,True,False,False,True,True,True,False,Excellent,High,Normal,No,Moderately,Normal,0,12.0,Failed
48,48,GP,M,Minor,U,GT3,T,Higher,Middle,teacher,other,home,mother,<15min,2-5h,No,False,True,False,False,True,True,False,False,Excellent,Normal,Normal,Moderately,Moderately,Good,4,12.0,Failed
272,272,GP,M,Minor,R,GT3,T,Primary,Primary,other,other,home,father,15-30min,5-10h,No,False,False,False,False,False,True,True,True,Excellent,Normal,Normal,No,No,Bad,2,14.0,Failed
183,183,GP,F,Minor,U,GT3,T,Higher,Higher,health,health,reputation,mother,<15min,2-5h,No,False,True,False,False,True,True,True,True,Excellent,High,Low,No,No,Normal,0,16.0,Failed
246,246,GP,M,Minor,U,GT3,T,Higher,Higher,teacher,teacher,reputation,mother,<15min,2-5h,No,True,True,False,True,True,True,True,True,Excellent,High,High,No,Moderately,Bad,0,13.0,Failed
418,418,GP,M,Major,R,GT3,T,Middle,Secondary,other,services,reputation,father,<15min,<2h,No,False,False,False,False,True,True,True,False,Normal,Low,Normal,A lot,A lot,Good,13,13.0,Failed
546,546,MS,F,Minor,U,GT3,T,Higher,Higher,health,health,course,father,<15min,2-5h,No,False,True,False,False,True,True,True,False,Excellent,Low,High,No,No,Good,0,14.0,Failed
261,261,GP,F,Minor,R,GT3,T,Middle,Primary,at_home,services,course,mother,30min-1h,2-5h,No,False,False,False,True,True,True,False,False,Bad,Low,Low,No,No,Normal,2,13.0,Failed
58,58,GP,M,Minor,U,LE3,T,Primary,Middle,other,at_home,home,father,<15min,2-5h,No,True,True,False,True,True,True,True,False,Excellent,Normal,Low,No,No,Good,0,13.0,Failed
40,40,GP,F,Minor,U,LE3,T,Middle,Middle,other,other,home,mother,15-30min,2-5h,No,False,True,False,True,False,True,True,True,Normal,Normal,Normal,No,Moderately,Normal,16,10.0,Failed
126,126,GP,F,Minor,U,LE3,A,Secondary,Higher,other,other,home,mother,<15min,2-5h,No,True,False,False,True,True,True,True,True,Excellent,Normal,Low,No,No,Bad,0,10.0,Failed
29,29,GP,M,Minor,U,GT3,T,Higher,Higher,teacher,teacher,home,mother,<15min,2-5h,No,False,True,True,True,True,True,True,True,Excellent,High,High,A lot,A lot,Good,4,11.0,Failed
536,536,MS,M,Minor,U,LE3,A,Middle,Middle,other,other,reputation,mother,30min-1h,>10h,No,False,True,False,True,True,True,False,False,Excellent,High,High,Moderately,Moderately,Good,8,13.0,Failed
634,634,MS,F,Major,U,GT3,T,Secondary,Secondary,other,other,home,mother,<15min,2-5h,No,False,False,False,False,True,True,True,True,Excellent,Low,Normal,No,Moderately,Bad,1,16.0,Failed
41,41,GP,M,Minor,U,LE3,T,Higher,Higher,teacher,other,home,other,<15min,<2h,No,False,True,False,False,False,True,True,True,Excellent,High,Normal,Moderately,A lot,Good,8,10.0,Failed
519,519,MS,M,Minor,R,GT3,T,Middle,Primary,other,services,reputation,mother,15-30min,2-5h,No,False,False,False,True,True,True,True,False,Excellent,Low,Low,No,No,Bad,0,5.0,Passed
252,252,GP,F,Minor,U,GT3,A,Higher,Primary,other,other,home,mother,<15min,2-5h,No,False,False,False,True,True,True,True,True,Excellent,Normal,Normal,No,Moderately,Good,0,13.0,Failed
353,353,GP,F,Major,U,GT3,T,Primary,Higher,other,teacher,home,mother,<15min,2-5h,No,True,True,False,False,False,True,False,True,Normal,High,High,No,Moderately,Good,2,10.0,Failed
142,142,GP,M,Major,U,LE3,T,Secondary,Primary,services,services,course,mother,15-30min,<2h,No,False,False,False,True,True,True,True,True,Normal,Normal,High,A lot,A lot,Good,2,11.0,Failed
341,341,GP,F,Major,U,GT3,T,Higher,Higher,health,other,reputation,other,15-30min,2-5h,No,False,True,False,True,True,True,True,False,Bad,Normal,High,Moderately,Moderately,Bad,2,13.0,Failed
440,440,MS,M,Minor,U,GT3,T,Primary,Primary,at_home,services,home,mother,15-30min,2-5h,No,False,True,False,True,True,True,False,True,Excellent,High,High,A lot,A lot,Normal,0,2.0,Passed
61,61,GP,F,Minor,U,GT3,T,Primary,Primary,services,services,course,father,>1h,<2h,No,True,True,False,True,False,True,True,True,Excellent,High,High,A lot,A lot,Good,0,12.0,Failed
291,291,GP,M,Major,U,LE3,T,Middle,Primary,services,other,course,mother,30min-1h,2-5h,1-2,False,False,False,True,False,False,True,False,Excellent,High,High,A lot,A lot,Good,4,10.0,Failed
196,196,GP,F,Minor,U,GT3,T,Middle,Higher,services,services,reputation,father,<15min,2-5h,No,False,True,False,True,True,True,False,False,Excellent,High,Low,Moderately,Moderately,Good,0,17.0,Failed
581,581,MS,F,Major,U,GT3,A,Primary,Middle,at_home,other,course,mother,15-30min,2-5h,1-2,False,True,False,False,True,True,False,False,Excellent,Normal,Normal,No,No,Good,2,7.0,Passed
332,332,GP,F,Major,U,GT3,T,Middle,Middle,at_home,at_home,other,mother,<15min,5-10h,No,False,True,False,False,True,True,True,False,Excellent,Normal,Normal,No,Moderately,Bad,0,18.0,Failed
296,296,GP,M,Major,U,GT3,T,Middle,Primary,other,other,home,mother,<15min,2-5h,No,False,False,False,True,True,True,True,False,Excellent,Low,High,No,Moderately,Good,2,16.0,Failed
317,317,GP,F,Minor,U,LE3,T,Middle,Middle,services,other,course,mother,15-30min,2-5h,No,True,True,False,False,True,True,True,True,Excellent,High,High,Moderately,Moderately,Good,6,12.0,Failed
209,209,GP,F,Minor,U,LE3,T,Middle,Higher,services,services,course,father,<15min,2-5h,No,False,False,False,True,True,True,True,True,Excellent,Normal,Low,No,No,Good,8,15.0,Failed
463,463,MS,F,Minor,R,LE3,T,Middle,Middle,other,other,other,father,<15min,5-10h,No,True,True,False,False,True,True,False,False,Excellent,High,Normal,Moderately,Moderately,Good,2,12.0,Failed
59,59,GP,F,Minor,U,GT3,T,Higher,Middle,services,other,course,mother,<15min,2-5h,No,False,True,True,False,True,True,True,False,Excellent,Low,Normal,No,No,Good,2,15.0,Failed
453,453,MS,F,Minor,U,GT3,T,Primary,Middle,other,services,course,mother,<15min,5-10h,1-2,False,True,False,False,True,True,False,False,Bad,Normal,Low,No,Moderately,Good,0,8.0,Passed
254,254,GP,F,Major,U,LE3,T,Middle,Middle,at_home,services,course,mother,<15min,2-5h,1-2,False,True,False,False,False,True,True,True,Excellent,Normal,Low,No,No,Good,16,9.0,Passed
543,543,MS,M,Minor,R,GT3,T,Higher,Higher,health,other,course,father,30min-1h,<2h,>3,False,False,False,True,True,True,True,True,Normal,Normal,Normal,No,Moderately,Good,2,8.0,Passed
465,465,MS,F,Major,U,GT3,T,Primary,Middle,other,other,course,father,<15min,2-5h,1-2,False,True,False,True,True,True,True,True,Normal,High,High,Moderately,Moderately,Good,9,8.0,Passed
363,363,GP,F,Major,U,GT3,T,Secondary,Higher,other,other,course,mother,<15min,<2h,No,False,True,False,True,True,True,True,True,Excellent,High,High,No,No,Bad,4,12.0,Failed
255,255,GP,F,Major,U,GT3,T,Secondary,Secondary,other,other,course,mother,15-30min,<2h,1-2,False,False,False,False,True,False,True,False,Excellent,Low,Low,No,No,Normal,14,7.0,Passed
366,366,GP,F,Minor,U,LE3,A,Secondary,Secondary,services,other,home,mother,<15min,2-5h,No,True,True,False,False,True,True,True,False,Excellent,Normal,Normal,No,No,Good,0,12.0,Failed
478,478,MS,F,Minor,R,GT3,T,Primary,Primary,at_home,other,course,father,15-30min,2-5h,>3,True,True,False,False,True,True,False,False,Normal,High,Normal,No,No,Bad,0,7.0,Passed
208,208,GP,M,Minor,U,GT3,T,Middle,Secondary,other,other,home,father,15-30min,<2h,No,False,False,False,False,True,True,True,False,Excellent,Normal,Normal,No,No,Normal,0,12.0,Failed
347,347,GP,F,Minor,R,GT3,T,Higher,Higher,services,services,reputation,mother,15-30min,5-10h,No,False,True,False,True,True,True,True,False,Excellent,Normal,High,No,No,Good,0,7.0,Passed
